World,Ranking Global,ExpPoints,Name,Level,Vocation,Achievement,Guild,Quota,Highscore Global,Highscore Vocation,Achievement Global,Achievement Vocation,PVP,Guild Exp,Guild Rank,In Arena,PVP Premium,PVP Free,Insurance 50%,Insurance 80%,Insurance 100%,ExpPoints Formatted
02,160,3911090561,Solsha,263,wizard,181,Thekillers,0,19,4,0,0,0,8612933,36,78.221.811,195.554.528,391.109.056,195.554.528,78.221.811,0,3.911.090.561
01,161,3906151930,Jacks,263,warrior,338,Suicide Sq,0,23,15,0,69,0,0,0,78.123.039,195.307.596,390.615.193,195.307.596,78.123.039,0,3.906.151.930
15,162,3895149033,Aquasachet,262,warrior,402,A Qu A,0,14,10,37,23,0,0,0,77.902.981,194.757.452,389.514.903,194.757.452,77.902.981,0,3.895.149.033
33,163,3893867622,Trunks,262,wizard,376,L A N L A,0,18,9,43,18,0,113475823,3,77.877.352,194.693.381,389.386.762,194.693.381,77.877.352,0,3.893.867.622
02,164,3893059544,Aries,262,warrior,301,Pau Mole,0,20,16,0,99,0,0,0,77.861.191,194.652.977,389.305.954,194.652.977,77.861.191,0,3.893.059.544
36,165,3891221923,Duyung,262,warrior,378,Alcatraz,0,16,13,27,15,0,3956790,30,77.824.438,194.561.096,389.122.192,194.561.096,77.824.438,0,3.891.221.923
09,166,3884961572,Strainnnn,262,warrior,517, ,0,6,5,1,1,0,0,0,77.699.231,194.248.079,388.496.157,194.248.079,77.699.231,0,3.884.961.572
01,167,3874966825,Fioletanka,262,warrior,320,Sri Gala,0,24,16,0,92,0,102755498,9,77.499.336,193.748.341,387.496.682,193.748.341,77.499.336,0,3.874.966.825
36,168,3870752929,Btx,262,wizard,302,Princess,0,17,4,100,33,0,111321691,2,77.415.059,193.537.646,387.075.293,193.537.646,77.415.059,0,3.870.752.929
09,169,3865980143,Evilclouds,262,warrior,314,New Born,0,7,6,0,70,0,43573161,13,77.319.603,193.299.007,386.598.014,193.299.007,77.319.603,0,3.865.980.143
37,170,3858152140,Greenbull,262,warrior,312,F A K E,0,12,9,87,51,0,20192254,6,77.163.043,192.907.607,385.815.214,192.907.607,77.163.043,0,3.858.152.140
35,171,3849196903,Rkrd,262,wizard,428,Br Comanda,0,12,3,8,4,0,17502651,7,76.983.938,192.459.845,384.919.690,192.459.845,76.983.938,0,3.849.196.903
02,172,3848967083,Slavyan,262,warrior,193,Thekillers,0,21,17,0,0,0,8612933,36,76.979.342,192.448.354,384.896.708,192.448.354,76.979.342,0,3.848.967.083
35,173,3843923121,Ghostrose,262,warrior,311, ,0,13,10,55,31,0,0,0,76.878.462,192.196.156,384.392.312,192.196.156,76.878.462,0,3.843.923.121
01,174,3842511765,Yanyan,262,wizard,329,The Best,5,25,9,0,49,99,0,0,76.850.235,192.125.588,384.251.176,192.125.588,76.850.235,0,3.842.511.765
01,175,3829772910,Malwarx,261,warrior,311,Dead End,0,26,17,0,0,0,21901493,35,76.595.458,191.488.646,382.977.291,191.488.646,76.595.458,0,3.829.772.910
02,176,3813541839,Oyster,261,wizard,461,Gothsterz,0,22,5,9,3,0,859851517,1,76.270.837,190.677.092,381.354.184,190.677.092,76.270.837,0,3.813.541.839
09,177,3811055624,Loveriddle,261,warrior,346,New Born,0,8,7,57,30,0,43573161,13,76.221.112,190.552.781,381.105.562,190.552.781,76.221.112,0,3.811.055.624
23,178,3807960307,Unique,261,warrior,300,Angkor Kh,0,11,9,0,0,0,41856276,12,76.159.206,190.398.015,380.796.031,190.398.015,76.159.206,0,3.807.960.307
11,179,3806698977,Fenie,261,wizard,358,Holy Nitro,0,12,4,0,43,0,35234136,18,76.133.980,190.334.949,380.669.898,190.334.949,76.133.980,0,3.806.698.977
02,180,3797438435,Illlll,261,warrior,361,Pau Mole,0,23,18,56,37,0,0,0,75.948.769,189.871.922,379.743.844,189.871.922,75.948.769,0,3.797.438.435
33,181,3793173520,Xalvador,261,warrior,488,Texas,0,19,10,5,5,0,548214731,1,75.863.470,189.658.676,379.317.352,189.658.676,75.863.470,0,3.793.173.520
32,182,3784010154,Celsi,261,warrior,300,Militaryw8,0,10,7,0,0,0,115005099,6,75.680.203,189.200.508,378.401.015,189.200.508,75.680.203,0,3.784.010.154
09,183,3769743535,Gyomei,260,warrior,336,D A M A I,0,9,8,76,39,0,96204444,6,75.394.871,188.487.177,376.974.354,188.487.177,75.394.871,0,3.769.743.535
36,184,3767486332,Ivy,260,wizard,347,Damai,0,18,5,47,16,0,12028180,16,75.349.727,188.374.317,376.748.633,188.374.317,75.349.727,0,3.767.486.332
33,185,3766957114,Earthlife,260,wizard,447,Texas,0,20,10,12,3,0,548214731,1,75.339.142,188.347.856,376.695.711,188.347.856,75.339.142,0,3.766.957.114
32,186,3764541987,Boii,260,warrior,454,Militaryw8,0,11,8,10,6,0,115005099,6,75.290.840,188.227.099,376.454.199,188.227.099,75.290.840,0,3.764.541.987
34,187,3759140110,Hypervenom,260,warrior,275,Game Over,0,14,11,80,53,0,48111925,6,75.182.802,187.957.006,375.914.011,187.957.006,75.182.802,0,3.759.140.110
11,188,3757646252,Eliewar,260,warrior,295,5atu,0,13,9,0,0,0,0,0,75.152.925,187.882.313,375.764.625,187.882.313,75.152.925,0,3.757.646.252
02,189,3753682536,Merliim,260,wizard,292,R T F,0,24,6,0,77,0,45275170,11,75.073.651,187.684.127,375.368.254,187.684.127,75.073.651,0,3.753.682.536
32,190,3753534055,Truelove,260,wizard,456,Militaryw8,0,12,4,9,3,0,115005099,6,75.070.681,187.676.703,375.353.406,187.676.703,75.070.681,0,3.753.534.055
01,191,3752238711,Changyi,260,wizard,327,Rev0lution,0,27,10,0,53,0,45506149,17,75.044.774,187.611.936,375.223.871,187.611.936,75.044.774,0,3.752.238.711
01,192,3750261110,Yaqami,260,wizard,253,T6tiau,0,28,11,0,0,0,33030886,22,75.005.222,187.513.056,375.026.111,187.513.056,75.005.222,0,3.750.261.110
11,193,3739133235,Rseven,260,warrior,378,Holy Nitro,0,14,10,68,38,0,35234136,18,74.782.665,186.956.662,373.913.324,186.956.662,74.782.665,0,3.739.133.235
01,194,3731310665,Trance,260,wizard,370,The Best,0,29,12,66,27,0,0,0,74.626.213,186.565.533,373.131.066,186.565.533,74.626.213,0,3.731.310.665
02,195,3728965840,Jialin,260,warrior,316,Friend,0,25,19,0,77,0,0,0,74.579.317,186.448.292,372.896.584,186.448.292,74.579.317,0,3.728.965.840
32,196,3717853498,Zvin,259,warrior,357,Militaryw8,0,13,9,78,54,0,115005099,6,74.357.070,185.892.675,371.785.350,185.892.675,74.357.070,0,3.717.853.498
36,197,3717768947,Goldberg,259,wizard,306,Alcatraz,0,19,6,95,31,0,3956790,30,74.355.379,185.888.447,371.776.895,185.888.447,74.355.379,0,3.717.768.947
37,198,3714020329,Bossjoo,259,warrior,302,H Y D R A,0,13,10,0,64,0,81994266,3,74.280.407,185.701.016,371.402.033,185.701.016,74.280.407,0,3.714.020.329
09,199,3706765198,Hanum,259,warrior,246,Peacenowar,0,10,9,0,0,0,95001852,7,74.135.304,185.338.260,370.676.520,185.338.260,74.135.304,0,3.706.765.198
07,200,3702795184,Rajanerble,259,warrior,318,Barumain,0,5,4,80,50,0,0,0,74.055.904,185.139.759,370.279.518,185.139.759,74.055.904,0,3.702.795.184
36,201,3701237631,Bty,259,warrior,440,Princess,0,20,14,5,5,0,111321691,2,74.024.753,185.061.882,370.123.763,185.061.882,74.024.753,0,3.701.237.631
33,202,3695021763,Kuicii,259,wizard,352,8 Dewa,15,21,11,52,22,19,156051651,2,73.900.435,184.751.088,369.502.176,184.751.088,73.900.435,0,3.695.021.763
34,203,3692690831,Miura,259,warrior,233,Game Over,0,15,12,0,97,0,48111925,6,73.853.817,184.634.542,369.269.083,184.634.542,73.853.817,0,3.692.690.831
15,204,3690001625,Mcsot,259,warrior,307,Deadlysinz,0,15,11,0,0,0,36420969,17,73.800.032,184.500.081,369.000.162,184.500.081,73.800.032,0,3.690.001.625
15,205,3683405567,Cornan,259,warrior,359,Hakka,0,16,12,92,59,0,464833013,2,73.668.111,184.170.278,368.340.557,184.170.278,73.668.111,0,3.683.405.567
11,206,3677593347,Nielz,259,warrior,373,No Excuse,0,15,11,78,43,0,10601161,50,73.551.867,183.879.667,367.759.335,183.879.667,73.551.867,0,3.677.593.347
02,207,3675850422,Mrpaoz,259,warrior,406,Avatar War,0,26,20,26,17,0,566030220,2,73.517.008,183.792.521,367.585.042,183.792.521,73.517.008,0,3.675.850.422
37,208,3671208867,Mrwen,259,wizard,517, ,0,14,4,2,1,0,0,0,73.424.177,183.560.443,367.120.887,183.560.443,73.424.177,0,3.671.208.867
01,209,3667878692,Kens,259,warrior,288,Suicide Sq,0,30,18,0,0,0,0,0,73.357.574,183.393.935,366.787.869,183.393.935,73.357.574,0,3.667.878.692
01,210,3667372905,Deepeyes,259,wizard,439,Sri Gala,0,31,13,19,10,0,102755498,9,73.347.458,183.368.645,366.737.290,183.368.645,73.347.458,0,3.667.372.905
33,211,3662497784,Enigma,258,warrior,408,E Class,0,22,11,27,17,0,38334335,6,73.249.956,183.124.889,366.249.778,183.124.889,73.249.956,0,3.662.497.784
15,212,3659099721,Osamu,258,warrior,394,Deadlysinz,0,17,13,45,27,0,36420969,17,73.181.994,182.954.986,365.909.972,182.954.986,73.181.994,0,3.659.099.721
34,213,3655016319,Legendzy,258,warrior,378,Game Over,0,16,13,18,12,0,48111925,6,73.100.326,182.750.816,365.501.632,182.750.816,73.100.326,0,3.655.016.319
15,214,3651686208,Chrisjon,258,warrior,317,Kawasaki,20,18,14,0,0,9,166138253,6,73.033.724,182.584.310,365.168.621,182.584.310,73.033.724,0,3.651.686.208
01,215,3649975346,Hitachi,258,warrior,378,Suicide Sq,0,32,19,56,33,0,0,0,72.999.507,182.498.767,364.997.535,182.498.767,72.999.507,0,3.649.975.346
32,216,3646610057,Soulcans,258,wizard,421,I Am Fine,0,14,5,23,8,0,713848785,1,72.932.201,182.330.503,364.661.006,182.330.503,72.932.201,0,3.646.610.057
33,217,3645136689,Goldstar,258,warrior,225,8 Dewa,10,23,12,0,0,29,156051651,2,72.902.734,182.256.834,364.513.669,182.256.834,72.902.734,0,3.645.136.689
01,218,3638294676,Vois,258,wizard,324,T6tiau,0,33,14,0,57,0,33030886,22,72.765.894,181.914.734,363.829.468,181.914.734,72.765.894,0,3.638.294.676
37,219,3636955484,Mrbun,258,warrior,321,Full House,0,15,11,69,42,0,6162444,16,72.739.110,181.847.774,363.695.548,181.847.774,72.739.110,0,3.636.955.484
02,220,3633361010,Zida,258,warrior,212,Thekillers,0,27,21,0,0,0,8612933,36,72.667.220,181.668.050,363.336.101,181.668.050,72.667.220,0,3.633.361.010
01,221,3633104972,Youzhen,258,warrior,237,T6tiau,0,34,20,0,0,0,33030886,22,72.662.099,181.655.249,363.310.497,181.655.249,72.662.099,0,3.633.104.972
23,222,3632718666,Quinzy,258,wizard,335,The Last,0,12,3,100,38,0,10067606,37,72.654.373,181.635.933,363.271.867,181.635.933,72.654.373,0,3.632.718.666
02,223,3630316884,Killerzin,258,wizard,327,Pau Mole,0,28,7,0,42,0,0,0,72.606.338,181.515.844,363.031.688,181.515.844,72.606.338,0,3.630.316.884
15,224,3629473456,Vot,258,warrior,234,Leqendary,0,19,15,0,0,0,0,0,72.589.469,181.473.673,362.947.346,181.473.673,72.589.469,0,3.629.473.456
37,225,3615949215,Redface,258,warrior,307,H Y D R A,0,16,12,96,59,0,81994266,3,72.318.984,180.797.461,361.594.922,180.797.461,72.318.984,0,3.615.949.215
36,226,3615590761,Omburhan,258,warrior,350,Happiness,0,21,15,41,26,0,47141704,4,72.311.815,180.779.538,361.559.076,180.779.538,72.311.815,0,3.615.590.761
01,227,3613117577,Carlsberg,258,warrior,312,W I N E,0,35,21,0,0,0,0,0,72.262.352,180.655.879,361.311.758,180.655.879,72.262.352,0,3.613.117.577
32,228,3612105808,Chiku,258,wizard,422,Javanesse,0,15,6,22,7,0,316044660,3,72.242.116,180.605.290,361.210.581,180.605.290,72.242.116,0,3.612.105.808
15,229,3605212004,Megaways,257,warrior,253,All Of One,0,20,16,0,0,0,20901316,23,72.104.240,180.260.600,360.521.200,180.260.600,72.104.240,0,3.605.212.004
01,230,3604813901,Beepop,257,warrior,424,Sri Gala,0,36,22,24,13,0,102755498,9,72.096.278,180.240.695,360.481.390,180.240.695,72.096.278,0,3.604.813.901
37,231,3598960091,Jayner,257,warrior,487,H Y D R A,0,17,13,3,2,0,81994266,3,71.979.202,179.948.005,359.896.009,179.948.005,71.979.202,0,3.598.960.091
11,232,3590588169,Richestman,257,warrior,366,Lovenlive,0,16,12,88,51,0,438317429,1,71.811.763,179.529.408,359.058.817,179.529.408,71.811.763,0,3.590.588.169
34,233,3589298183,Vienna,257,warrior,313,Asgard,0,17,14,52,37,0,81839505,4,71.785.964,179.464.909,358.929.818,179.464.909,71.785.964,0,3.589.298.183
37,234,3569309865,Kaido,257,wizard,320,F A K E,0,18,5,72,29,0,20192254,6,71.386.197,178.465.493,356.930.986,178.465.493,71.386.197,0,3.569.309.865
02,235,3565833675,Yasuna,257,wizard,323,R T F,0,29,8,0,46,0,45275170,11,71.316.674,178.291.684,356.583.368,178.291.684,71.316.674,0,3.565.833.675
09,236,3560612084,Renzyy,257,wizard,326,The Hero,0,11,2,97,45,0,441282249,1,71.212.242,178.030.604,356.061.208,178.030.604,71.212.242,0,3.560.612.084
37,237,3555905945,Ezarol,257,wizard,308,B L U E,0,19,6,94,38,0,243342,95,71.118.119,177.795.297,355.590.594,177.795.297,71.118.119,0,3.555.905.945
15,238,3550490525,Heroin,256,wizard,301,Deadlysinz,0,21,5,0,99,0,36420969,17,71.009.810,177.524.526,355.049.052,177.524.526,71.009.810,0,3.550.490.525
36,239,3548775704,Rizalkingz,256,warrior,331,Asal,0,22,16,68,47,0,1136690,44,70.975.514,177.438.785,354.877.570,177.438.785,70.975.514,0,3.548.775.704
11,240,3548750358,Kingbruz,256,warrior,415,Lovenlive,0,17,13,23,16,0,438317429,1,70.975.007,177.437.518,354.875.036,177.437.518,70.975.007,0,3.548.750.358
01,241,3546675897,Chivas,256,warrior,436,W I N E,0,37,23,20,10,0,0,0,70.933.518,177.333.795,354.667.590,177.333.795,70.933.518,0,3.546.675.897
02,242,3539222800,Angkalz,256,warrior,283,Dream Team,0,30,22,0,0,0,186655044,4,70.784.456,176.961.140,353.922.280,176.961.140,70.784.456,0,3.539.222.800
37,243,3537877664,Sheluv,256,warrior,226,Top Gun,0,20,14,0,0,0,7741777,15,70.757.553,176.893.883,353.787.766,176.893.883,70.757.553,0,3.537.877.664
11,244,3532541844,Bolg,256,warrior,424,Pvp Arena,0,18,14,18,12,0,0,0,70.650.837,176.627.092,353.254.184,176.627.092,70.650.837,0,3.532.541.844
01,245,3529950456,Maylovebr,256,wizard,501,Akatsuk,0,38,15,2,1,0,44011303,18,70.599.009,176.497.523,352.995.046,176.497.523,70.599.009,0,3.529.950.456
01,246,3527707783,Wizard,256,wizard,151,The Best,0,39,16,0,0,0,0,0,70.554.156,176.385.389,352.770.778,176.385.389,70.554.156,0,3.527.707.783
01,247,3525666336,Febriyan,256,warrior,298,Suicide Sq,0,40,24,0,0,0,0,0,70.513.327,176.283.317,352.566.634,176.283.317,70.513.327,0,3.525.666.336
01,248,3520414494,Amazing,256,wizard,127,The Best,0,41,17,0,0,0,0,0,70.408.290,176.020.725,352.041.449,176.020.725,70.408.290,0,3.520.414.494
01,249,3516907961,Qiqi,256,warrior,422,Sri Gala,0,42,25,27,15,0,102755498,9,70.338.159,175.845.398,351.690.796,175.845.398,70.338.159,0,3.516.907.961
02,250,3509879411,Illlllllll,256,warrior,305,Pau Mole,0,31,23,0,92,0,0,0,70.197.588,175.493.971,350.987.941,175.493.971,70.197.588,0,3.509.879.411
09,251,3507150278,Pfizer,256,warrior,357,M V P,0,12,10,43,22,0,13915659,35,70.143.006,175.357.514,350.715.028,175.357.514,70.143.006,0,3.507.150.278
11,252,3503234071,Eliewizz,256,wizard,354,5atu,0,19,5,0,46,0,0,0,70.064.681,175.161.704,350.323.407,175.161.704,70.064.681,0,3.503.234.071
15,253,3498909043,Brother,256,warrior,293,Night Sect,0,22,17,0,0,0,0,0,69.978.181,174.945.452,349.890.904,174.945.452,69.978.181,0,3.498.909.043
09,254,3492292698,Binancez,255,warrior,381,D A M A I,0,13,11,26,12,0,96204444,6,69.845.854,174.614.635,349.229.270,174.614.635,69.845.854,0,3.492.292.698
15,255,3482262134,Nextworks,255,wizard,424,Deadlysinz,0,23,6,20,7,0,36420969,17,69.645.243,174.113.107,348.226.213,174.113.107,69.645.243,0,3.482.262.134
36,256,3481232218,Raveen,255,warrior,368,Rudeboyz,0,23,17,30,18,0,12366203,15,69.624.644,174.061.611,348.123.222,174.061.611,69.624.644,0,3.481.232.218
32,257,3475199684,Psychopat,255,warrior,347, ,5,16,10,93,62,67,0,0,69.503.994,173.759.984,347.519.968,173.759.984,69.503.994,0,3.475.199.684
02,258,3469935349,Athithsama,255,wizard,239,Friendlove,0,32,9,0,0,0,0,0,69.398.707,173.496.767,346.993.535,173.496.767,69.398.707,0,3.469.935.349
32,259,3468840542,Mozter,255,warrior,409,Haoxiangni,0,17,11,27,18,0,134602058,5,69.376.811,173.442.027,346.884.054,173.442.027,69.376.811,0,3.468.840.542
32,260,3460384321,Brochu,255,warrior,387,Haoxiangni,0,18,12,44,30,0,134602058,5,69.207.686,173.019.216,346.038.432,173.019.216,69.207.686,0,3.460.384.321
02,261,3458444738,Dreiklord,255,wizard,361,Brazil Top,0,33,10,58,21,0,277979883,3,69.168.895,172.922.237,345.844.474,172.922.237,69.168.895,0,3.458.444.738
23,262,3457392311,Tevada,255,wizard,366,Angkor Kh,0,13,4,55,17,0,41856276,12,69.147.846,172.869.616,345.739.231,172.869.616,69.147.846,0,3.457.392.311
15,263,3453255008,Voxcy,255,wizard,415, ,0,24,7,27,8,0,0,0,69.065.100,172.662.750,345.325.501,172.662.750,69.065.100,0,3.453.255.008
35,264,3447484416,Ltdna,255,warrior,353, ,0,14,11,30,16,0,0,0,68.949.688,172.374.221,344.748.442,172.374.221,68.949.688,0,3.447.484.416
09,265,3447024450,Lorenz,255,wizard,423, ,0,14,3,7,5,0,0,0,68.940.489,172.351.222,344.702.445,172.351.222,68.940.489,0,3.447.024.450
32,266,3444880559,Jackatlas,255,warrior,465, ,0,19,13,5,3,0,0,0,68.897.611,172.244.028,344.488.056,172.244.028,68.897.611,0,3.444.880.559
32,267,3443861259,Iconz,255,warrior,399,5 G G 5,0,20,14,31,22,0,17455939,27,68.877.225,172.193.063,344.386.126,172.193.063,68.877.225,0,3.443.861.259
35,268,3441335908,Hunter,254,warrior,280,Guardioes,0,15,12,0,55,0,3750748,18,68.826.718,172.066.795,344.133.591,172.066.795,68.826.718,0,3.441.335.908
15,269,3441053822,Anss,254,warrior,350,Deadlysinz,0,25,18,0,70,0,36420969,17,68.821.076,172.052.691,344.105.382,172.052.691,68.821.076,0,3.441.053.822
09,270,3440111740,Andylau,254,warrior,291,The Hero,0,15,12,0,0,0,441282249,1,68.802.235,172.005.587,344.011.174,172.005.587,68.802.235,0,3.440.111.740
15,271,3438079835,Airforce,254,warrior,390,Crown Eye,0,26,19,48,29,0,12271879,33,68.761.597,171.903.992,343.807.984,171.903.992,68.761.597,0,3.438.079.835
01,272,3437585139,Shisui,254,warrior,423,After Rain,0,43,26,25,14,0,32832263,23,68.751.703,171.879.257,343.758.514,171.879.257,68.751.703,0,3.437.585.139
33,273,3436581250,Hallo,254,warrior,350,Texas,0,24,13,55,33,0,548214731,1,68.731.625,171.829.062,343.658.125,171.829.062,68.731.625,0,3.436.581.250
34,274,3435833796,Mepanda,254,wizard,334,Reverse,0,18,4,30,10,0,429132582,1,68.716.676,171.791.690,343.583.380,171.791.690,68.716.676,0,3.435.833.796
11,275,3435709698,Masha,254,warrior,330,Holy Nitro,0,20,15,0,0,0,35234136,18,68.714.194,171.785.485,343.570.970,171.785.485,68.714.194,0,3.435.709.698
02,276,3435122187,Del,254,wizard,361,Thekillers,0,34,11,57,20,0,8612933,36,68.702.444,171.756.109,343.512.219,171.756.109,68.702.444,0,3.435.122.187
33,277,3430789601,Warzzle,254,warrior,390,The Prayer,0,25,14,36,21,0,34317780,8,68.615.792,171.539.480,343.078.960,171.539.480,68.615.792,0,3.430.789.601
23,278,3430208043,Zero,254,warrior,409,Toxic Pro,9,14,10,19,13,37,3765027,53,68.604.161,171.510.402,343.020.804,171.510.402,68.604.161,0,3.430.208.043
15,279,3429567605,Alcatraz,254,warrior,257, ,0,27,20,0,0,0,0,0,68.591.352,171.478.380,342.956.760,171.478.380,68.591.352,0,3.429.567.605
09,280,3428782407,Indramu,254,wizard,265,Together,0,16,4,0,0,0,16595604,30,68.575.648,171.439.120,342.878.241,171.439.120,68.575.648,0,3.428.782.407
02,281,3428267381,Evxariss,254,wizard,376,Thekillers,0,35,12,43,14,0,8612933,36,68.565.348,171.413.369,342.826.738,171.413.369,68.565.348,0,3.428.267.381
15,282,3424781673,Irissa,254,wizard,399,Hakka,0,28,8,41,16,0,464833013,2,68.495.633,171.239.084,342.478.167,171.239.084,68.495.633,0,3.424.781.673
01,283,3423964264,Fast,254,warrior,150,The Best,0,44,27,0,0,0,0,0,68.479.285,171.198.213,342.396.426,171.198.213,68.479.285,0,3.423.964.264
33,284,3418732921,Home,254,warrior,454,Texas,0,26,15,6,6,0,548214731,1,68.374.658,170.936.646,341.873.292,170.936.646,68.374.658,0,3.418.732.921
36,285,3416711066,Vintorez,254,warrior,431, ,0,24,18,7,6,0,0,0,68.334.221,170.835.553,341.671.107,170.835.553,68.334.221,0,3.416.711.066
07,286,3416702314,Reyezz,254,warrior,305,Life Alone,0,6,5,0,68,0,192421753,2,68.334.046,170.835.116,341.670.231,170.835.116,68.334.046,0,3.416.702.314
11,287,3415505556,Sweetgirls,254,wizard,331,Legends Id,0,21,6,0,66,0,11234414,49,68.310.111,170.775.278,341.550.556,170.775.278,68.310.111,0,3.415.505.556
33,288,3414986011,Profesorr,254,wizard,377,8 Dewa,10,27,12,42,16,32,156051651,2,68.299.720,170.749.301,341.498.601,170.749.301,68.299.720,0,3.414.986.011
09,289,3414526991,Binancex,254,warrior,311,D A M A I,0,17,13,0,76,0,96204444,6,68.290.540,170.726.350,341.452.699,170.726.350,68.290.540,0,3.414.526.991
01,290,3408665495,Jabulani,254,wizard,263,Dead End,0,45,18,0,0,0,21901493,35,68.173.310,170.433.275,340.866.550,170.433.275,68.173.310,0,3.408.665.495
09,291,3407351724,Giryu,254,warrior,318,M V P,0,18,14,0,60,0,13915659,35,68.147.034,170.367.586,340.735.172,170.367.586,68.147.034,0,3.407.351.724
02,292,3404220811,Evgeniy,254,warrior,216,Thekillers,0,36,24,0,0,0,8612933,36,68.084.416,170.211.041,340.422.081,170.211.041,68.084.416,0,3.404.220.811
33,293,3402948363,Sea,254,warrior,345,Texas,0,28,16,60,38,0,548214731,1,68.058.967,170.147.418,340.294.836,170.147.418,68.058.967,0,3.402.948.363
34,294,3399265543,Xzq,254,warrior,286,L A N L A,0,19,15,70,48,0,91116146,3,67.985.311,169.963.277,339.926.554,169.963.277,67.985.311,0,3.399.265.543
33,295,3398167459,Sujung,254,wizard,408,Texas,0,29,13,29,12,0,548214731,1,67.963.349,169.908.373,339.816.746,169.908.373,67.963.349,0,3.398.167.459
32,296,3389459074,Zavi,254,wizard,326,Javanesse,0,21,7,0,63,0,316044660,3,67.789.181,169.472.954,338.945.907,169.472.954,67.789.181,0,3.389.459.074
32,297,3387959069,Bihan,254,warrior,381,90s,0,22,15,47,34,0,8389414,45,67.759.181,169.397.953,338.795.907,169.397.953,67.759.181,0,3.387.959.069
34,298,3385557635,Gying,253,warrior,341,Icecreams,0,20,16,28,19,0,1893012,27,67.711.153,169.277.882,338.555.764,169.277.882,67.711.153,0,3.385.557.635
35,299,3383169820,Jeisin,253,warrior,293,Br Comanda,0,16,13,82,41,0,17502651,7,67.663.396,169.158.491,338.316.982,169.158.491,67.663.396,0,3.383.169.820
34,300,3380145037,Zlyn,253,wizard,431,Asgard,0,21,5,8,4,0,81839505,4,67.602.901,169.007.252,338.014.504,169.007.252,67.602.901,0,3.380.145.037
33,301,3378359632,Lordbk,253,warrior,431,H O N O R,0,30,17,20,13,0,5123924,28,67.567.193,168.917.982,337.835.963,168.917.982,67.567.193,0,3.378.359.632
01,302,3377213924,Power,253,warrior,158,The Best,0,46,28,0,0,0,0,0,67.544.278,168.860.696,337.721.392,168.860.696,67.544.278,0,3.377.213.924
